----------------------------------------
initializing...
model name:  cohere/command-r-plus
num of api_key:  1
making dir
/mntnfs/med_data5/chenghao/gpt4_distil/test/0526/gjo_gpt_answer/cohere/command-r-plus/
Loaded data len: 2418
args.input_path############ /mntnfs/med_data5/chenghao/gpt4_distil/test/raw_question/gjo_transformed_questions_no_output.jsonl
initialized
----------------------------------------
----------------------------------------
scoring...
num of processes:  5
----------------------------------------
Round 0: 2418 samples to process.
----------------------------------------
response: {'id': 'gen-Vf9qfp3SyDbyq3PvGMGifyPIGdD3', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 223, 'completion_tokens': 1, 'total_tokens': 224}}
response: {'id': 'gen-UbTNXPEE6WkrqXFqtbKmPHzusMOE', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 285, 'completion_tokens': 1, 'total_tokens': 286}}
response: {'id': 'gen-w6UjtC38IggWUbFyxWaBUyxCb2nd', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 296, 'completion_tokens': 1, 'total_tokens': 297}}
response: {'id': 'gen-P80sUnSDUGnXnKj6HjfOIWNXW9if', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 246, 'completion_tokens': 1, 'total_tokens': 247}}
response: {'id': 'gen-1cGKgDLoOwIvDglM9D12vmZMQlBJ', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 223, 'completion_tokens': 1, 'total_tokens': 224}}
response: {'id': 'gen-39C5BjIx9DRvS1OnNi8jcp2Vrpbx', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779769, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'B'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 324, 'completion_tokens': 1, 'total_tokens': 325}}
response: {'id': 'gen-8GyxZFjP0NR1NJXzQtRz1mmzVpgr', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779770, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 373, 'completion_tokens': 1, 'total_tokens': 374}}
response: {'id': 'gen-4vfQnS7fHhfNCyS3KAhicZOp7gx5', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779770, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'C'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 416, 'completion_tokens': 1, 'total_tokens': 417}}
response: {'id': 'gen-t1wWO4uFFM1WUtPUNBEsFz6iwhOz', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779770, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'C'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 367, 'completion_tokens': 1, 'total_tokens': 368}}
response: {'id': 'gen-ltrXoxCNSfpOp7WOpOUHBjT1FppG', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779770, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'A'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 211, 'completion_tokens': 1, 'total_tokens': 212}}
response: {'id': 'gen-Hd2DIMgwZg2B0DjGMqCu0zUuHmai', 'model': 'cohere/command-r-plus', 'object': 'chat.completion', 'created': 1716779770, 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'B'}, 'finish_reason': 'COMPLETE'}], 'usage': {'prompt_tokens': 329, 'completion_tokens': 1, 'total_tokens': 330}}
